Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Followers,Is_Verified,Length_Referent_Text,Number_Verified_Annotations,Pinned,Class
FALSE,accepted,0,FALSE,2660,FALSE,17,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,14,0,FALSE,high
FALSE,accepted,0,FALSE,10964,FALSE,195,0,FALSE,high
FALSE,accepted,0,TRUE,17568,TRUE,119,3,FALSE,low
FALSE,accepted,0,FALSE,10964,FALSE,13,26,FALSE,high
FALSE,unreviewed,0,TRUE,8610,FALSE,13,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,71,0,FALSE,low
FALSE,accepted,0,TRUE,2503,TRUE,44,0,FALSE,low
FALSE,accepted,0,FALSE,10964,FALSE,21,2,FALSE,high
TRUE,verified,0,FALSE,8610,FALSE,85,1,TRUE,high
FALSE,accepted,4,FALSE,21495,TRUE,94,0,FALSE,high
FALSE,accepted,0,TRUE,693,FALSE,73,0,FALSE,low
FALSE,unreviewed,1,FALSE,419,FALSE,94,0,FALSE,low
FALSE,accepted,0,TRUE,2503,TRUE,25,0,FALSE,high
FALSE,accepted,3,FALSE,2503,TRUE,93,0,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,40,0,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,6,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,27,1,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,70,0,FALSE,low
FALSE,accepted,1,FALSE,693,FALSE,105,1,FALSE,low
FALSE,accepted,0,FALSE,10964,FALSE,101,0,FALSE,high
FALSE,accepted,0,TRUE,693,FALSE,45,0,FALSE,low
FALSE,accepted,3,TRUE,8610,FALSE,104,0,FALSE,high
FALSE,accepted,0,FALSE,2503,TRUE,42,0,FALSE,high
FALSE,accepted,0,FALSE,598,FALSE,36,0,FALSE,low
FALSE,accepted,1,FALSE,17568,TRUE,76,0,FALSE,high
FALSE,accepted,0,FALSE,419,FALSE,45,0,FALSE,low
FALSE,accepted,1,FALSE,2503,TRUE,83,0,FALSE,high
FALSE,accepted,0,FALSE,419,FALSE,26,0,FALSE,low
FALSE,accepted,1,TRUE,17568,TRUE,67,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,67,0,FALSE,low
FALSE,accepted,0,FALSE,419,FALSE,63,0,FALSE,low
FALSE,unreviewed,1,TRUE,17568,TRUE,171,0,FALSE,low
FALSE,accepted,0,TRUE,17568,TRUE,48,0,FALSE,high
FALSE,unreviewed,0,TRUE,2660,FALSE,58,0,FALSE,low
FALSE,accepted,3,FALSE,17568,TRUE,331,0,FALSE,high
TRUE,verified,32,TRUE,17568,TRUE,30,3,TRUE,high
FALSE,accepted,2,TRUE,21495,TRUE,16,0,FALSE,high
FALSE,accepted,0,TRUE,10964,FALSE,64,0,FALSE,high
FALSE,accepted,0,TRUE,10964,FALSE,57,0,FALSE,high
FALSE,accepted,0,TRUE,2503,TRUE,74,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,106,0,FALSE,low
TRUE,accepted,3,TRUE,17568,TRUE,84,6,FALSE,high
FALSE,unreviewed,0,FALSE,598,FALSE,45,0,FALSE,low
FALSE,accepted,0,TRUE,8610,FALSE,5,0,FALSE,high
FALSE,accepted,0,FALSE,598,FALSE,26,0,FALSE,low
FALSE,unreviewed,1,FALSE,38,FALSE,70,0,FALSE,low
FALSE,accepted,2,FALSE,21495,TRUE,18,4,FALSE,high
FALSE,accepted,1,FALSE,10964,FALSE,31,2,FALSE,low
FALSE,unreviewed,0,FALSE,598,FALSE,31,0,FALSE,low
FALSE,accepted,0,TRUE,598,FALSE,59,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,38,0,FALSE,high
FALSE,accepted,2,FALSE,2660,FALSE,78,0,FALSE,high
FALSE,unreviewed,0,FALSE,419,FALSE,4,0,FALSE,low
FALSE,accepted,0,TRUE,17568,TRUE,111,0,FALSE,high
FALSE,accepted,0,FALSE,17568,TRUE,24,1,FALSE,high
FALSE,accepted,0,FALSE,17568,TRUE,87,1,FALSE,high
FALSE,accepted,2,FALSE,21495,TRUE,138,1,FALSE,high
FALSE,accepted,1,TRUE,10964,FALSE,394,0,FALSE,high
FALSE,accepted,0,TRUE,8610,FALSE,123,0,FALSE,high
FALSE,accepted,1,TRUE,2660,FALSE,44,0,FALSE,high
FALSE,accepted,1,FALSE,693,FALSE,58,0,FALSE,low
FALSE,unreviewed,1,FALSE,2660,FALSE,15,1,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,17,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,112,0,FALSE,low
FALSE,accepted,1,TRUE,17568,TRUE,108,3,FALSE,high
FALSE,unreviewed,0,TRUE,598,FALSE,43,0,FALSE,high
FALSE,accepted,0,FALSE,598,FALSE,82,0,FALSE,low
FALSE,accepted,2,FALSE,598,FALSE,46,0,FALSE,low
FALSE,unreviewed,0,FALSE,17568,TRUE,47,0,FALSE,low
FALSE,accepted,2,FALSE,8610,FALSE,65,0,FALSE,high
FALSE,accepted,0,FALSE,21495,TRUE,9,1,FALSE,high
FALSE,accepted,0,FALSE,21495,TRUE,54,0,FALSE,high
FALSE,accepted,2,TRUE,17568,TRUE,32,0,FALSE,high
FALSE,accepted,2,FALSE,10964,FALSE,82,0,FALSE,high
FALSE,accepted,0,TRUE,2503,TRUE,45,0,FALSE,low
FALSE,accepted,0,FALSE,598,FALSE,25,0,FALSE,low
FALSE,accepted,1,FALSE,598,FALSE,167,0,FALSE,high
FALSE,unreviewed,0,FALSE,693,FALSE,47,0,FALSE,low
FALSE,accepted,0,FALSE,598,FALSE,112,0,FALSE,low
FALSE,accepted,1,FALSE,2660,FALSE,111,2,FALSE,low
FALSE,unreviewed,1,TRUE,8610,FALSE,51,0,FALSE,low
FALSE,accepted,0,TRUE,21495,TRUE,70,0,FALSE,high
FALSE,accepted,0,TRUE,8610,FALSE,61,0,FALSE,high
FALSE,accepted,1,FALSE,8610,FALSE,18,2,FALSE,high
FALSE,unreviewed,1,TRUE,8610,FALSE,103,0,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,16,0,FALSE,low
FALSE,accepted,0,FALSE,17568,TRUE,58,1,FALSE,low
FALSE,unreviewed,0,FALSE,2503,TRUE,36,0,FALSE,low
FALSE,unreviewed,0,FALSE,598,FALSE,85,0,FALSE,low
FALSE,accepted,0,FALSE,419,FALSE,97,0,FALSE,low
FALSE,accepted,0,FALSE,419,FALSE,44,0,FALSE,low
FALSE,accepted,0,FALSE,21495,TRUE,101,0,FALSE,high
FALSE,unreviewed,0,TRUE,693,FALSE,33,0,FALSE,high
FALSE,accepted,0,FALSE,2503,TRUE,111,0,FALSE,low
FALSE,accepted,0,FALSE,598,FALSE,24,0,FALSE,low
FALSE,accepted,1,TRUE,17568,TRUE,22,1,FALSE,high
FALSE,accepted,0,FALSE,693,FALSE,18,0,FALSE,high
FALSE,accepted,1,FALSE,2660,FALSE,102,0,FALSE,low
FALSE,accepted,0,TRUE,419,FALSE,19,0,FALSE,low
TRUE,accepted,1,FALSE,10964,FALSE,196,26,FALSE,low
FALSE,accepted,1,FALSE,693,FALSE,72,0,FALSE,high
FALSE,unreviewed,0,FALSE,8610,FALSE,49,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,44,0,FALSE,low
FALSE,accepted,0,TRUE,17568,TRUE,215,3,FALSE,high
FALSE,accepted,1,TRUE,2660,FALSE,50,1,FALSE,low
FALSE,accepted,0,FALSE,17568,TRUE,46,0,FALSE,high
FALSE,accepted,0,FALSE,693,FALSE,27,0,FALSE,low
FALSE,accepted,0,FALSE,419,FALSE,77,0,FALSE,low
FALSE,accepted,0,TRUE,693,FALSE,61,0,FALSE,high
FALSE,accepted,1,TRUE,21495,TRUE,16,0,FALSE,low
FALSE,unreviewed,0,FALSE,38,FALSE,33,0,FALSE,low
FALSE,unreviewed,0,FALSE,2660,FALSE,11,0,FALSE,low
FALSE,unreviewed,0,FALSE,598,FALSE,55,0,FALSE,low
FALSE,accepted,0,TRUE,693,FALSE,48,0,FALSE,low
FALSE,unreviewed,2,FALSE,419,FALSE,34,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,25,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,42,0,FALSE,high
FALSE,accepted,1,TRUE,10964,FALSE,76,0,FALSE,high
FALSE,verified,0,TRUE,17568,TRUE,30,3,FALSE,high
FALSE,accepted,0,FALSE,419,FALSE,97,0,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,50,0,FALSE,low
FALSE,accepted,2,TRUE,2660,FALSE,91,1,FALSE,high
FALSE,accepted,2,FALSE,2660,FALSE,27,0,FALSE,high
FALSE,unreviewed,0,FALSE,419,FALSE,107,0,FALSE,low
FALSE,unreviewed,0,FALSE,693,FALSE,46,0,FALSE,low
FALSE,accepted,0,FALSE,598,FALSE,674,0,FALSE,high
FALSE,accepted,1,TRUE,10964,FALSE,21,0,FALSE,high
FALSE,accepted,0,FALSE,2503,TRUE,21,0,FALSE,low
FALSE,accepted,0,FALSE,21495,TRUE,13,4,FALSE,high
FALSE,unreviewed,1,FALSE,2660,FALSE,54,0,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,44,0,FALSE,low
FALSE,unreviewed,0,FALSE,38,FALSE,70,0,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,71,0,FALSE,low
FALSE,accepted,2,TRUE,21495,TRUE,39,0,FALSE,high
FALSE,accepted,1,FALSE,598,FALSE,233,0,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,47,0,FALSE,low
FALSE,accepted,0,FALSE,419,FALSE,17,0,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,38,0,FALSE,low
FALSE,accepted,2,FALSE,8610,FALSE,49,0,FALSE,high
FALSE,accepted,0,TRUE,21495,TRUE,68,3,FALSE,high
FALSE,unreviewed,0,FALSE,38,FALSE,36,0,FALSE,low
FALSE,unreviewed,1,FALSE,598,FALSE,11,0,FALSE,low
FALSE,accepted,0,FALSE,8610,FALSE,47,0,FALSE,high
FALSE,unreviewed,0,FALSE,2660,FALSE,65,1,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,97,0,FALSE,low
FALSE,accepted,1,FALSE,21495,TRUE,45,3,FALSE,low
FALSE,accepted,0,TRUE,2503,TRUE,81,0,FALSE,low
FALSE,accepted,0,FALSE,8610,FALSE,51,0,FALSE,high
FALSE,accepted,0,TRUE,8610,FALSE,38,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,128,0,FALSE,high
FALSE,accepted,0,FALSE,693,FALSE,42,1,FALSE,high
FALSE,unreviewed,0,FALSE,598,FALSE,7,0,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,2,0,FALSE,low
FALSE,accepted,0,TRUE,2503,TRUE,52,0,FALSE,high
FALSE,unreviewed,0,TRUE,2660,FALSE,48,0,FALSE,low
TRUE,verified,19,TRUE,10964,FALSE,25,2,TRUE,high
FALSE,accepted,0,TRUE,10964,FALSE,46,1,FALSE,low
FALSE,accepted,0,FALSE,10964,FALSE,97,0,FALSE,high
FALSE,accepted,0,FALSE,21495,TRUE,27,0,FALSE,high
FALSE,unreviewed,5,FALSE,598,FALSE,37,0,FALSE,low
FALSE,accepted,0,TRUE,2660,FALSE,9,0,FALSE,high
FALSE,accepted,0,FALSE,598,FALSE,75,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,8,0,FALSE,high
FALSE,accepted,0,TRUE,419,FALSE,79,0,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,8,0,FALSE,low
FALSE,accepted,1,FALSE,2503,TRUE,124,0,FALSE,low
FALSE,accepted,0,FALSE,17568,TRUE,267,0,FALSE,high
FALSE,accepted,1,TRUE,2660,FALSE,37,0,FALSE,high
FALSE,accepted,0,FALSE,2503,TRUE,48,0,FALSE,low
FALSE,accepted,9,TRUE,17568,TRUE,99,0,FALSE,high
FALSE,accepted,1,FALSE,2503,TRUE,49,0,FALSE,low
FALSE,accepted,0,TRUE,2503,TRUE,50,0,FALSE,high
FALSE,unreviewed,0,FALSE,38,FALSE,27,0,FALSE,low
FALSE,accepted,1,FALSE,8610,FALSE,93,0,FALSE,high
FALSE,accepted,1,FALSE,21495,TRUE,315,2,FALSE,high
FALSE,unreviewed,1,TRUE,17568,TRUE,32,0,FALSE,low
FALSE,verified,2,FALSE,21495,TRUE,48,1,FALSE,high
FALSE,accepted,0,FALSE,10964,FALSE,22,2,FALSE,high
FALSE,accepted,1,FALSE,2503,TRUE,190,0,FALSE,low
FALSE,accepted,0,FALSE,8610,FALSE,91,0,FALSE,high
FALSE,accepted,0,TRUE,38,FALSE,96,0,FALSE,high
FALSE,accepted,0,FALSE,598,FALSE,44,0,FALSE,low
FALSE,accepted,0,FALSE,8610,FALSE,28,0,FALSE,high
FALSE,accepted,0,TRUE,21495,TRUE,25,0,FALSE,high
FALSE,unreviewed,1,TRUE,17568,TRUE,241,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,22,0,FALSE,low
FALSE,accepted,0,TRUE,17568,TRUE,52,1,FALSE,high
FALSE,unreviewed,0,TRUE,10964,FALSE,66,0,FALSE,low
FALSE,accepted,1,FALSE,10964,FALSE,43,2,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,37,0,FALSE,low
FALSE,unreviewed,0,FALSE,693,FALSE,13,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,43,1,FALSE,high
FALSE,accepted,0,FALSE,2660,FALSE,93,1,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,21,0,FALSE,high
FALSE,accepted,0,TRUE,21495,TRUE,24,0,FALSE,high
FALSE,accepted,1,FALSE,2660,FALSE,210,0,FALSE,low
FALSE,accepted,0,TRUE,21495,TRUE,6,2,FALSE,high
FALSE,unreviewed,0,FALSE,598,FALSE,14,0,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,65,0,FALSE,low
FALSE,unreviewed,0,FALSE,38,FALSE,49,0,FALSE,low
FALSE,accepted,0,FALSE,10964,FALSE,55,0,FALSE,high
FALSE,accepted,1,FALSE,598,FALSE,232,0,FALSE,high
FALSE,accepted,0,FALSE,10964,FALSE,80,0,FALSE,high
FALSE,accepted,1,TRUE,2660,FALSE,27,0,FALSE,low
FALSE,accepted,0,FALSE,419,FALSE,22,0,FALSE,low
FALSE,unreviewed,0,TRUE,21495,TRUE,5,0,FALSE,low
FALSE,accepted,0,TRUE,2660,FALSE,7,0,FALSE,low
FALSE,accepted,0,FALSE,10964,FALSE,36,0,FALSE,high
FALSE,accepted,0,TRUE,17568,TRUE,9,0,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,64,2,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,42,0,FALSE,low
FALSE,unreviewed,0,FALSE,598,FALSE,111,0,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,15,0,FALSE,low
FALSE,accepted,0,TRUE,21495,TRUE,63,0,FALSE,high
FALSE,accepted,1,TRUE,2660,FALSE,83,0,FALSE,high
FALSE,accepted,1,FALSE,2660,FALSE,94,0,FALSE,low
FALSE,accepted,0,TRUE,2660,FALSE,27,1,FALSE,high
FALSE,accepted,1,FALSE,598,FALSE,39,0,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,63,0,FALSE,low
FALSE,unreviewed,0,TRUE,10964,FALSE,62,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,21,2,FALSE,high
FALSE,accepted,0,TRUE,2503,TRUE,47,0,FALSE,high
FALSE,unreviewed,0,FALSE,419,FALSE,77,0,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,45,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,142,0,FALSE,low
FALSE,unreviewed,0,TRUE,693,FALSE,193,0,FALSE,low
FALSE,unreviewed,0,TRUE,17568,TRUE,94,0,FALSE,high
FALSE,accepted,0,FALSE,2660,FALSE,21,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,45,1,FALSE,high
FALSE,accepted,0,TRUE,2660,FALSE,43,0,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,187,2,FALSE,high
FALSE,accepted,0,FALSE,419,FALSE,37,0,FALSE,low
FALSE,accepted,0,FALSE,21495,TRUE,74,0,FALSE,high
FALSE,verified,0,TRUE,17568,TRUE,40,7,FALSE,low
FALSE,accepted,2,TRUE,8610,FALSE,43,0,FALSE,high
FALSE,accepted,0,FALSE,8610,FALSE,49,0,FALSE,high
FALSE,unreviewed,0,FALSE,419,FALSE,136,0,FALSE,low
FALSE,accepted,0,TRUE,17568,TRUE,146,2,FALSE,high
FALSE,unreviewed,1,FALSE,693,FALSE,33,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,56,0,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,52,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,46,0,FALSE,high
FALSE,accepted,0,FALSE,693,FALSE,50,1,FALSE,low
FALSE,accepted,1,TRUE,598,FALSE,226,0,FALSE,high
FALSE,accepted,0,FALSE,693,FALSE,53,0,FALSE,low
TRUE,verified,20,FALSE,10964,FALSE,40,2,TRUE,high
FALSE,accepted,1,FALSE,10964,FALSE,9,0,FALSE,high
FALSE,accepted,0,FALSE,419,FALSE,20,0,FALSE,low
FALSE,accepted,0,TRUE,21495,TRUE,9,2,FALSE,high
FALSE,accepted,0,FALSE,598,FALSE,109,0,FALSE,low
FALSE,unreviewed,0,FALSE,598,FALSE,67,0,FALSE,low
FALSE,accepted,0,FALSE,8610,FALSE,135,0,FALSE,high
FALSE,accepted,0,TRUE,693,FALSE,62,0,FALSE,low
FALSE,unreviewed,0,FALSE,598,FALSE,5,0,FALSE,low
FALSE,accepted,1,TRUE,17568,TRUE,9,0,FALSE,high
FALSE,accepted,0,TRUE,2503,TRUE,72,0,FALSE,low
FALSE,accepted,1,TRUE,10964,FALSE,43,0,FALSE,high
FALSE,accepted,0,TRUE,17568,TRUE,49,1,FALSE,high
TRUE,verified,0,TRUE,17568,TRUE,103,7,TRUE,high
FALSE,accepted,1,TRUE,10964,FALSE,86,0,FALSE,high
FALSE,accepted,1,FALSE,2660,FALSE,46,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,48,0,FALSE,low
FALSE,accepted,1,FALSE,419,FALSE,616,0,FALSE,high
FALSE,accepted,1,FALSE,21495,TRUE,239,2,FALSE,high
TRUE,verified,19,TRUE,17568,TRUE,119,4,TRUE,high
FALSE,accepted,4,TRUE,21495,TRUE,165,0,FALSE,high
FALSE,unreviewed,0,TRUE,38,FALSE,45,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,250,0,FALSE,low
FALSE,accepted,0,FALSE,10964,FALSE,60,0,FALSE,high
FALSE,unreviewed,0,TRUE,38,FALSE,51,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,38,0,FALSE,low
FALSE,accepted,0,FALSE,419,FALSE,36,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,33,1,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,98,0,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,205,0,FALSE,low
FALSE,accepted,0,TRUE,419,FALSE,43,0,FALSE,low
FALSE,accepted,0,FALSE,598,FALSE,48,0,FALSE,high
FALSE,unreviewed,1,FALSE,2660,FALSE,35,0,FALSE,low
FALSE,accepted,0,FALSE,8610,FALSE,96,0,FALSE,high
FALSE,accepted,0,TRUE,8610,FALSE,30,9,FALSE,high
FALSE,accepted,0,TRUE,21495,TRUE,6,3,FALSE,high
FALSE,accepted,0,FALSE,21495,TRUE,96,0,FALSE,high
FALSE,accepted,0,FALSE,598,FALSE,52,0,FALSE,low
FALSE,unreviewed,0,TRUE,693,FALSE,44,0,FALSE,low
FALSE,accepted,1,FALSE,693,FALSE,49,0,FALSE,low
FALSE,accepted,0,TRUE,8610,FALSE,31,7,FALSE,low
FALSE,accepted,0,FALSE,10964,FALSE,87,2,FALSE,high
FALSE,accepted,2,FALSE,21495,TRUE,78,0,FALSE,high
FALSE,unreviewed,0,FALSE,598,FALSE,64,0,FALSE,low
FALSE,accepted,0,TRUE,17568,TRUE,287,0,FALSE,high
FALSE,accepted,1,TRUE,17568,TRUE,127,0,FALSE,high
FALSE,accepted,0,FALSE,21495,TRUE,7,1,FALSE,high
FALSE,unreviewed,1,FALSE,419,FALSE,48,0,FALSE,low
FALSE,unreviewed,0,FALSE,598,FALSE,196,0,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,70,0,FALSE,low
FALSE,accepted,0,FALSE,21495,TRUE,6,1,FALSE,high
FALSE,accepted,0,FALSE,8610,FALSE,19,0,FALSE,high
FALSE,accepted,2,FALSE,598,FALSE,80,0,FALSE,low
FALSE,accepted,0,FALSE,21495,TRUE,27,3,FALSE,low
FALSE,accepted,0,TRUE,8610,FALSE,45,0,FALSE,low
FALSE,accepted,0,FALSE,21495,TRUE,43,0,FALSE,high
FALSE,accepted,1,TRUE,10964,FALSE,42,0,FALSE,high
FALSE,accepted,0,FALSE,2660,FALSE,143,2,FALSE,low
FALSE,accepted,1,FALSE,2660,FALSE,412,0,FALSE,high
FALSE,accepted,0,FALSE,10964,FALSE,48,2,FALSE,high
TRUE,verified,4,FALSE,21495,TRUE,69,5,TRUE,high
FALSE,accepted,0,FALSE,693,FALSE,112,0,FALSE,low
FALSE,accepted,0,FALSE,598,FALSE,61,0,FALSE,low
FALSE,accepted,0,FALSE,17568,TRUE,108,0,FALSE,high
FALSE,accepted,1,TRUE,598,FALSE,107,0,FALSE,high
FALSE,unreviewed,0,FALSE,2660,FALSE,53,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,111,0,FALSE,high
FALSE,accepted,0,FALSE,2503,TRUE,29,0,FALSE,low
FALSE,accepted,0,TRUE,2503,TRUE,77,0,FALSE,high
FALSE,accepted,0,FALSE,17568,TRUE,166,1,FALSE,high
FALSE,accepted,1,TRUE,2660,FALSE,92,0,FALSE,high
FALSE,verified,0,TRUE,8610,FALSE,45,4,FALSE,high
FALSE,accepted,0,TRUE,17568,TRUE,14,0,FALSE,high
FALSE,accepted,0,FALSE,693,FALSE,39,0,FALSE,low
FALSE,unreviewed,1,FALSE,598,FALSE,5,0,FALSE,low
TRUE,verified,2,FALSE,8610,FALSE,79,3,TRUE,high
FALSE,accepted,0,FALSE,2660,FALSE,40,1,FALSE,low
FALSE,accepted,2,TRUE,10964,FALSE,72,1,FALSE,high
FALSE,unreviewed,0,FALSE,38,FALSE,21,0,FALSE,low
FALSE,unreviewed,0,FALSE,598,FALSE,121,0,FALSE,low
FALSE,accepted,1,TRUE,693,FALSE,42,0,FALSE,low
FALSE,accepted,1,FALSE,10964,FALSE,86,0,FALSE,high
FALSE,accepted,0,FALSE,2503,TRUE,119,0,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,44,0,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,21,0,FALSE,low
TRUE,verified,0,TRUE,2503,TRUE,56,4,TRUE,high
FALSE,unreviewed,0,FALSE,419,FALSE,37,0,FALSE,low
TRUE,verified,38,TRUE,8610,FALSE,47,9,TRUE,high
FALSE,accepted,1,FALSE,21495,TRUE,38,0,FALSE,high
FALSE,accepted,0,FALSE,21495,TRUE,45,0,FALSE,high
FALSE,accepted,1,FALSE,693,FALSE,76,0,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,35,0,FALSE,low
TRUE,verified,2,FALSE,21495,TRUE,19,5,TRUE,high
FALSE,accepted,0,TRUE,17568,TRUE,83,0,FALSE,high
FALSE,unreviewed,0,FALSE,419,FALSE,80,0,FALSE,low
FALSE,unreviewed,0,FALSE,38,FALSE,51,0,FALSE,low
TRUE,accepted,11,FALSE,10964,FALSE,169,2,FALSE,high
FALSE,accepted,0,TRUE,693,FALSE,40,0,FALSE,low
FALSE,accepted,1,TRUE,8610,FALSE,31,3,FALSE,high
TRUE,verified,4,TRUE,8610,FALSE,116,7,TRUE,high
FALSE,accepted,0,TRUE,17568,TRUE,44,4,FALSE,high
FALSE,accepted,0,FALSE,21495,TRUE,101,0,FALSE,high
FALSE,accepted,1,FALSE,598,FALSE,46,0,FALSE,low
FALSE,unreviewed,0,FALSE,2660,FALSE,31,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,18,0,FALSE,high
FALSE,accepted,0,TRUE,21495,TRUE,49,0,FALSE,high
FALSE,accepted,0,FALSE,2503,TRUE,53,0,FALSE,low
FALSE,unreviewed,0,FALSE,598,FALSE,166,0,FALSE,low
FALSE,accepted,1,FALSE,17568,TRUE,80,0,FALSE,high
FALSE,accepted,1,TRUE,8610,FALSE,33,2,FALSE,high
FALSE,accepted,0,TRUE,8610,FALSE,51,2,FALSE,high
FALSE,accepted,0,TRUE,10964,FALSE,40,0,FALSE,high
FALSE,accepted,0,FALSE,2660,FALSE,116,0,FALSE,low
FALSE,accepted,0,FALSE,598,FALSE,56,0,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,37,0,FALSE,low
TRUE,verified,40,TRUE,17568,TRUE,156,1,TRUE,high
FALSE,accepted,1,FALSE,419,FALSE,46,0,FALSE,low
FALSE,unreviewed,0,FALSE,419,FALSE,27,0,FALSE,low
TRUE,verified,2,TRUE,17568,TRUE,52,7,TRUE,high
FALSE,accepted,2,FALSE,8610,FALSE,110,2,FALSE,high
TRUE,verified,1,TRUE,8610,FALSE,45,4,TRUE,high
FALSE,accepted,0,TRUE,21495,TRUE,25,0,FALSE,high
FALSE,accepted,0,FALSE,693,FALSE,13,0,FALSE,low
FALSE,accepted,1,TRUE,10964,FALSE,52,0,FALSE,high
FALSE,accepted,1,FALSE,10964,FALSE,41,2,FALSE,high
FALSE,accepted,0,TRUE,8610,FALSE,37,0,FALSE,high
FALSE,accepted,2,FALSE,21495,TRUE,64,1,FALSE,high
FALSE,accepted,1,FALSE,8610,FALSE,34,0,FALSE,high
FALSE,accepted,0,FALSE,693,FALSE,15,1,FALSE,low
FALSE,accepted,0,FALSE,693,FALSE,28,0,FALSE,high
FALSE,accepted,0,FALSE,10964,FALSE,20,0,FALSE,high
FALSE,unreviewed,0,FALSE,598,FALSE,69,0,FALSE,low
FALSE,accepted,0,TRUE,17568,TRUE,40,4,FALSE,high
FALSE,accepted,0,FALSE,2503,TRUE,30,0,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,7,0,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,51,0,FALSE,low
FALSE,accepted,0,TRUE,10964,FALSE,6,0,FALSE,high
FALSE,accepted,0,FALSE,419,FALSE,16,0,FALSE,low
FALSE,accepted,0,FALSE,2660,FALSE,42,1,FALSE,low
FALSE,accepted,0,FALSE,10964,FALSE,102,2,FALSE,high
FALSE,accepted,0,FALSE,693,FALSE,122,0,FALSE,low
FALSE,unreviewed,0,FALSE,38,FALSE,44,0,FALSE,low
FALSE,accepted,2,TRUE,2503,TRUE,103,0,FALSE,low
FALSE,accepted,0,FALSE,2503,TRUE,21,0,FALSE,high
FALSE,accepted,0,TRUE,8610,FALSE,60,2,FALSE,high
TRUE,verified,60,TRUE,17568,TRUE,17,3,TRUE,high
FALSE,accepted,1,TRUE,38,FALSE,100,0,FALSE,high
FALSE,accepted,0,TRUE,21495,TRUE,28,0,FALSE,high
FALSE,accepted,0,TRUE,2503,TRUE,119,4,FALSE,high
FALSE,accepted,4,TRUE,598,FALSE,57,0,FALSE,high
TRUE,verified,8,TRUE,21495,TRUE,55,3,TRUE,high
FALSE,accepted,0,FALSE,21495,TRUE,28,4,FALSE,high
