Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Is_Verified,Length_Referent_Text,Number_Verified_Annotations,Pinned,Total_Votes_log
TRUE,accepted,0,TRUE,TRUE,142,6,FALSE,0.301029996
FALSE,unreviewed,0,FALSE,TRUE,47,0,FALSE,0
FALSE,accepted,2,TRUE,TRUE,9,2,FALSE,1.785329835
FALSE,unreviewed,0,TRUE,FALSE,54,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,35,0,FALSE,0.301029996
FALSE,accepted,0,TRUE,TRUE,27,0,FALSE,0
TRUE,verified,27,TRUE,TRUE,91,2,TRUE,2.933487288
FALSE,accepted,0,FALSE,FALSE,222,0,FALSE,1.84509804
FALSE,unreviewed,4,TRUE,FALSE,178,0,FALSE,1.785329835
FALSE,unreviewed,0,FALSE,FALSE,42,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,FALSE,17,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,14,0,FALSE,1.204119983
FALSE,accepted,0,FALSE,FALSE,195,0,FALSE,2.828659897
FALSE,accepted,0,TRUE,TRUE,119,3,FALSE,0.903089987
FALSE,accepted,0,FALSE,FALSE,13,26,FALSE,1.826074803
FALSE,unreviewed,0,TRUE,FALSE,13,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,71,0,FALSE,0.903089987
FALSE,accepted,0,TRUE,TRUE,44,0,FALSE,0.903089987
FALSE,accepted,0,FALSE,FALSE,21,2,FALSE,1.041392685
TRUE,verified,0,FALSE,FALSE,85,1,TRUE,2.190331698
FALSE,accepted,4,FALSE,TRUE,94,0,FALSE,1.568201724
FALSE,accepted,0,TRUE,FALSE,73,0,FALSE,0.77815125
FALSE,unreviewed,1,FALSE,FALSE,94,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,25,0,FALSE,1.380211242
FALSE,accepted,3,FALSE,TRUE,93,0,FALSE,0.602059991
FALSE,unreviewed,0,FALSE,FALSE,40,0,FALSE,0.301029996
FALSE,unreviewed,0,FALSE,FALSE,6,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,FALSE,27,1,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,70,0,FALSE,0
FALSE,accepted,1,FALSE,FALSE,105,1,FALSE,0.77815125
FALSE,accepted,0,FALSE,FALSE,101,0,FALSE,1.544068044
FALSE,accepted,0,TRUE,FALSE,45,0,FALSE,1
FALSE,accepted,3,TRUE,FALSE,104,0,FALSE,1.477121255
FALSE,accepted,0,FALSE,TRUE,42,0,FALSE,1.041392685
FALSE,accepted,0,FALSE,FALSE,36,0,FALSE,0.301029996
FALSE,accepted,1,FALSE,TRUE,76,0,FALSE,1.491361694
FALSE,accepted,0,FALSE,FALSE,45,0,FALSE,0.698970004
FALSE,accepted,1,FALSE,TRUE,83,0,FALSE,1.176091259
FALSE,accepted,0,FALSE,FALSE,26,0,FALSE,0
FALSE,accepted,1,TRUE,TRUE,67,0,FALSE,0.903089987
FALSE,accepted,0,FALSE,FALSE,67,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,63,0,FALSE,0
FALSE,unreviewed,1,TRUE,TRUE,171,0,FALSE,0.698970004
FALSE,accepted,0,TRUE,TRUE,48,0,FALSE,1.176091259
FALSE,unreviewed,0,TRUE,FALSE,58,0,FALSE,0
FALSE,accepted,3,FALSE,TRUE,331,0,FALSE,2.079181246
TRUE,verified,32,TRUE,TRUE,30,3,TRUE,2.949877704
FALSE,accepted,2,TRUE,TRUE,16,0,FALSE,1.770852012
FALSE,accepted,0,TRUE,FALSE,64,0,FALSE,1.380211242
FALSE,accepted,0,TRUE,FALSE,57,0,FALSE,1.431363764
FALSE,accepted,0,TRUE,TRUE,74,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,106,0,FALSE,0
TRUE,accepted,3,TRUE,TRUE,84,6,FALSE,1.505149978
FALSE,unreviewed,0,FALSE,FALSE,45,0,FALSE,0.301029996
FALSE,accepted,0,TRUE,FALSE,5,0,FALSE,1.146128036
FALSE,accepted,0,FALSE,FALSE,26,0,FALSE,0
FALSE,unreviewed,1,FALSE,FALSE,70,0,FALSE,0
FALSE,accepted,2,FALSE,TRUE,18,4,FALSE,1.591064607
FALSE,accepted,1,FALSE,FALSE,31,2,FALSE,0.903089987
FALSE,unreviewed,0,FALSE,FALSE,31,0,FALSE,0.698970004
FALSE,accepted,0,TRUE,FALSE,59,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,38,0,FALSE,2.431363764
FALSE,accepted,2,FALSE,FALSE,78,0,FALSE,1.361727836
FALSE,unreviewed,0,FALSE,FALSE,4,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,111,0,FALSE,1.204119983
FALSE,accepted,0,FALSE,TRUE,24,1,FALSE,1.146128036
FALSE,accepted,0,FALSE,TRUE,87,1,FALSE,1.204119983
FALSE,accepted,2,FALSE,TRUE,138,1,FALSE,1.505149978
FALSE,accepted,1,TRUE,FALSE,394,0,FALSE,1.643452676
FALSE,accepted,0,TRUE,FALSE,123,0,FALSE,1.612783857
FALSE,accepted,1,TRUE,FALSE,44,0,FALSE,1.301029996
FALSE,accepted,1,FALSE,FALSE,58,0,FALSE,0.903089987
FALSE,unreviewed,1,FALSE,FALSE,15,1,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,17,0,FALSE,0.477121255
FALSE,accepted,0,FALSE,FALSE,112,0,FALSE,0.301029996
FALSE,accepted,1,TRUE,TRUE,108,3,FALSE,1.977723605
FALSE,unreviewed,0,TRUE,FALSE,43,0,FALSE,1.146128036
FALSE,accepted,0,FALSE,FALSE,82,0,FALSE,0.602059991
FALSE,accepted,2,FALSE,FALSE,46,0,FALSE,0
FALSE,unreviewed,0,FALSE,TRUE,47,0,FALSE,0
FALSE,accepted,2,FALSE,FALSE,65,0,FALSE,1.903089987
FALSE,accepted,0,FALSE,TRUE,9,1,FALSE,1.113943352
FALSE,accepted,0,FALSE,TRUE,54,0,FALSE,1.812913357
FALSE,accepted,2,TRUE,TRUE,32,0,FALSE,1.799340549
FALSE,accepted,2,FALSE,FALSE,82,0,FALSE,1.785329835
FALSE,accepted,0,TRUE,TRUE,45,0,FALSE,0.903089987
FALSE,accepted,0,FALSE,FALSE,25,0,FALSE,0.477121255
FALSE,accepted,1,FALSE,FALSE,167,0,FALSE,1.591064607
FALSE,unreviewed,0,FALSE,FALSE,47,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,112,0,FALSE,0
FALSE,accepted,1,FALSE,FALSE,111,2,FALSE,1
FALSE,unreviewed,1,TRUE,FALSE,51,0,FALSE,0.477121255
FALSE,accepted,0,TRUE,TRUE,70,0,FALSE,1.301029996
FALSE,accepted,0,TRUE,FALSE,61,0,FALSE,1.72427587
FALSE,accepted,1,FALSE,FALSE,18,2,FALSE,1.491361694
FALSE,unreviewed,1,TRUE,FALSE,103,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,16,0,FALSE,0.477121255
FALSE,accepted,0,FALSE,TRUE,58,1,FALSE,0.903089987
FALSE,unreviewed,0,FALSE,TRUE,36,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,85,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,97,0,FALSE,0.477121255
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,TRUE,101,0,FALSE,1.62324929
FALSE,unreviewed,0,TRUE,FALSE,33,0,FALSE,1.556302501
FALSE,accepted,0,FALSE,TRUE,111,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,24,0,FALSE,0.301029996
FALSE,accepted,1,TRUE,TRUE,22,1,FALSE,1.505149978
FALSE,accepted,0,FALSE,FALSE,18,0,FALSE,1.041392685
FALSE,accepted,1,FALSE,FALSE,102,0,FALSE,1
FALSE,accepted,0,TRUE,FALSE,19,0,FALSE,0
TRUE,accepted,1,FALSE,FALSE,196,26,FALSE,0.903089987
FALSE,accepted,1,FALSE,FALSE,72,0,FALSE,1.041392685
FALSE,unreviewed,0,FALSE,FALSE,49,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,0.602059991
FALSE,accepted,0,TRUE,TRUE,215,3,FALSE,2.334453751
FALSE,accepted,1,TRUE,FALSE,50,1,FALSE,0.301029996
FALSE,accepted,0,FALSE,TRUE,46,0,FALSE,1.973127854
FALSE,accepted,0,FALSE,FALSE,27,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,77,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,61,0,FALSE,1.146128036
FALSE,accepted,1,TRUE,TRUE,16,0,FALSE,0.954242509
FALSE,unreviewed,0,FALSE,FALSE,33,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,11,0,FALSE,0.477121255
FALSE,unreviewed,0,FALSE,FALSE,55,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,48,0,FALSE,0.698970004
FALSE,unreviewed,2,FALSE,FALSE,34,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,25,0,FALSE,0.954242509
FALSE,accepted,0,TRUE,FALSE,42,0,FALSE,1.278753601
FALSE,accepted,1,TRUE,FALSE,76,0,FALSE,1.672097858
FALSE,verified,0,TRUE,TRUE,30,3,FALSE,1.748188027
FALSE,accepted,0,FALSE,FALSE,97,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,FALSE,50,0,FALSE,0.477121255
FALSE,accepted,2,TRUE,FALSE,91,1,FALSE,1.602059991
FALSE,accepted,2,FALSE,FALSE,27,0,FALSE,1.301029996
FALSE,unreviewed,0,FALSE,FALSE,107,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,46,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,674,0,FALSE,1.176091259
FALSE,accepted,1,TRUE,FALSE,21,0,FALSE,1.954242509
FALSE,accepted,0,FALSE,TRUE,21,0,FALSE,0.77815125
FALSE,accepted,0,FALSE,TRUE,13,4,FALSE,1.672097858
FALSE,unreviewed,1,FALSE,FALSE,54,0,FALSE,0.477121255
FALSE,unreviewed,0,FALSE,FALSE,44,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,70,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,71,0,FALSE,0.903089987
FALSE,accepted,2,TRUE,TRUE,39,0,FALSE,1.255272505
FALSE,accepted,1,FALSE,FALSE,233,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,TRUE,47,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,17,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,FALSE,38,0,FALSE,0
FALSE,accepted,2,FALSE,FALSE,49,0,FALSE,1.447158031
FALSE,accepted,0,TRUE,TRUE,68,3,FALSE,1.113943352
FALSE,unreviewed,0,FALSE,FALSE,36,0,FALSE,0
FALSE,unreviewed,1,FALSE,FALSE,11,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,FALSE,47,0,FALSE,1.698970004
FALSE,unreviewed,0,FALSE,FALSE,65,1,FALSE,0
FALSE,accepted,0,FALSE,FALSE,97,0,FALSE,0.602059991
FALSE,accepted,1,FALSE,TRUE,45,3,FALSE,1
FALSE,accepted,0,TRUE,TRUE,81,0,FALSE,0.602059991
FALSE,accepted,0,FALSE,FALSE,51,0,FALSE,1.505149978
FALSE,accepted,0,TRUE,FALSE,38,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,128,0,FALSE,1.934498451
FALSE,accepted,0,FALSE,FALSE,42,1,FALSE,1.491361694
FALSE,unreviewed,0,FALSE,FALSE,7,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,2,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,52,0,FALSE,1.255272505
FALSE,unreviewed,0,TRUE,FALSE,48,0,FALSE,0.301029996
TRUE,verified,19,TRUE,FALSE,25,2,TRUE,3.040206628
FALSE,accepted,0,TRUE,FALSE,46,1,FALSE,0.301029996
FALSE,accepted,0,FALSE,FALSE,97,0,FALSE,1.431363764
FALSE,accepted,0,FALSE,TRUE,27,0,FALSE,1.84509804
FALSE,unreviewed,5,FALSE,FALSE,37,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,9,0,FALSE,1.230448921
FALSE,accepted,0,FALSE,FALSE,75,0,FALSE,1
FALSE,accepted,0,TRUE,FALSE,8,0,FALSE,1.832508913
FALSE,accepted,0,TRUE,FALSE,79,0,FALSE,0.477121255
FALSE,accepted,0,FALSE,TRUE,8,0,FALSE,0.77815125
FALSE,accepted,1,FALSE,TRUE,124,0,FALSE,0.77815125
FALSE,accepted,0,FALSE,TRUE,267,0,FALSE,1.255272505
FALSE,accepted,1,TRUE,FALSE,37,0,FALSE,1.770852012
FALSE,accepted,0,FALSE,TRUE,48,0,FALSE,0.698970004
FALSE,accepted,9,TRUE,TRUE,99,0,FALSE,1.851258349
FALSE,accepted,1,FALSE,TRUE,49,0,FALSE,0.477121255
FALSE,accepted,0,TRUE,TRUE,50,0,FALSE,1.230448921
FALSE,unreviewed,0,FALSE,FALSE,27,0,FALSE,0.301029996
FALSE,accepted,1,FALSE,FALSE,93,0,FALSE,1.954242509
FALSE,accepted,1,FALSE,TRUE,315,2,FALSE,1.414973348
FALSE,unreviewed,1,TRUE,TRUE,32,0,FALSE,0
FALSE,verified,2,FALSE,TRUE,48,1,FALSE,1.591064607
FALSE,accepted,0,FALSE,FALSE,22,2,FALSE,1.322219295
FALSE,accepted,1,FALSE,TRUE,190,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,91,0,FALSE,1.968482949
FALSE,accepted,0,TRUE,FALSE,96,0,FALSE,1.079181246
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,FALSE,28,0,FALSE,1.69019608
FALSE,accepted,0,TRUE,TRUE,25,0,FALSE,1.612783857
FALSE,unreviewed,1,TRUE,TRUE,241,0,FALSE,0.954242509
FALSE,accepted,0,FALSE,FALSE,22,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,52,1,FALSE,1.662757832
FALSE,unreviewed,0,TRUE,FALSE,66,0,FALSE,0
FALSE,accepted,1,FALSE,FALSE,43,2,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,37,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,13,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,43,1,FALSE,1.230448921
FALSE,accepted,0,FALSE,FALSE,93,1,FALSE,0.77815125
FALSE,accepted,0,TRUE,FALSE,21,0,FALSE,1.799340549
FALSE,accepted,0,TRUE,TRUE,24,0,FALSE,1.230448921
FALSE,accepted,1,FALSE,FALSE,210,0,FALSE,0.698970004
FALSE,accepted,0,TRUE,TRUE,6,2,FALSE,1.73239376
FALSE,unreviewed,0,FALSE,FALSE,14,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,65,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,49,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,55,0,FALSE,1.255272505
FALSE,accepted,1,FALSE,FALSE,232,0,FALSE,1.041392685
FALSE,accepted,0,FALSE,FALSE,80,0,FALSE,1.72427587
FALSE,accepted,1,TRUE,FALSE,27,0,FALSE,0.77815125
FALSE,accepted,0,FALSE,FALSE,22,0,FALSE,0
FALSE,unreviewed,0,TRUE,TRUE,5,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,7,0,FALSE,0.84509804
FALSE,accepted,0,FALSE,FALSE,36,0,FALSE,1.716003344
FALSE,accepted,0,TRUE,TRUE,9,0,FALSE,0.84509804
FALSE,accepted,0,FALSE,FALSE,64,2,FALSE,0.77815125
FALSE,accepted,0,FALSE,TRUE,42,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,111,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,15,0,FALSE,0.301029996
FALSE,accepted,0,TRUE,TRUE,63,0,FALSE,1.86332286
FALSE,accepted,1,TRUE,FALSE,83,0,FALSE,1.204119983
FALSE,accepted,1,FALSE,FALSE,94,0,FALSE,0.698970004
FALSE,accepted,0,TRUE,FALSE,27,1,FALSE,2.212187604
FALSE,accepted,1,FALSE,FALSE,39,0,FALSE,0.477121255
FALSE,accepted,0,FALSE,TRUE,63,0,FALSE,0
FALSE,unreviewed,0,TRUE,FALSE,62,0,FALSE,0.301029996
FALSE,accepted,0,TRUE,FALSE,21,2,FALSE,1.977723605
FALSE,accepted,0,TRUE,TRUE,47,0,FALSE,1.079181246
FALSE,unreviewed,0,FALSE,FALSE,77,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,45,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,142,0,FALSE,0.301029996
FALSE,unreviewed,0,TRUE,FALSE,193,0,FALSE,0
FALSE,unreviewed,0,TRUE,TRUE,94,0,FALSE,1.230448921
FALSE,accepted,0,FALSE,FALSE,21,0,FALSE,0.602059991
FALSE,accepted,0,TRUE,FALSE,45,1,FALSE,1.176091259
FALSE,accepted,0,TRUE,FALSE,43,0,FALSE,0.954242509
FALSE,accepted,0,FALSE,FALSE,187,2,FALSE,1.230448921
FALSE,accepted,0,FALSE,FALSE,37,0,FALSE,0.698970004
FALSE,accepted,0,FALSE,TRUE,74,0,FALSE,1.568201724
FALSE,verified,0,TRUE,TRUE,40,7,FALSE,0.477121255
FALSE,accepted,2,TRUE,FALSE,43,0,FALSE,1.62324929
FALSE,accepted,0,FALSE,FALSE,49,0,FALSE,2.103803721
FALSE,unreviewed,0,FALSE,FALSE,136,0,FALSE,0.602059991
FALSE,accepted,0,TRUE,TRUE,146,2,FALSE,1.51851394
FALSE,unreviewed,1,FALSE,FALSE,33,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,56,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,FALSE,52,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,46,0,FALSE,1.361727836
FALSE,accepted,0,FALSE,FALSE,50,1,FALSE,0.602059991
FALSE,accepted,1,TRUE,FALSE,226,0,FALSE,1.579783597
FALSE,accepted,0,FALSE,FALSE,53,0,FALSE,0.77815125
TRUE,verified,20,FALSE,FALSE,40,2,TRUE,2.206825876
FALSE,accepted,1,FALSE,FALSE,9,0,FALSE,1.62324929
FALSE,accepted,0,FALSE,FALSE,20,0,FALSE,0.477121255
FALSE,accepted,0,TRUE,TRUE,9,2,FALSE,1.431363764
FALSE,accepted,0,FALSE,FALSE,109,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,67,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,135,0,FALSE,1.447158031
FALSE,accepted,0,TRUE,FALSE,62,0,FALSE,0.301029996
FALSE,unreviewed,0,FALSE,FALSE,5,0,FALSE,0.301029996
FALSE,accepted,1,TRUE,TRUE,9,0,FALSE,1.72427587
FALSE,accepted,0,TRUE,TRUE,72,0,FALSE,0.301029996
FALSE,accepted,1,TRUE,FALSE,43,0,FALSE,2.079181246
FALSE,accepted,0,TRUE,TRUE,49,1,FALSE,1.505149978
TRUE,verified,0,TRUE,TRUE,103,7,TRUE,1.806179974
FALSE,accepted,1,TRUE,FALSE,86,0,FALSE,1.278753601
FALSE,accepted,1,FALSE,FALSE,46,0,FALSE,0.602059991
FALSE,accepted,0,FALSE,FALSE,48,0,FALSE,0
FALSE,accepted,1,FALSE,FALSE,616,0,FALSE,1.230448921
FALSE,accepted,1,FALSE,TRUE,239,2,FALSE,1.414973348
TRUE,verified,19,TRUE,TRUE,119,4,TRUE,2.936010796
FALSE,accepted,4,TRUE,TRUE,165,0,FALSE,2.093421685
FALSE,unreviewed,0,TRUE,FALSE,45,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,250,0,FALSE,0.954242509
FALSE,accepted,0,FALSE,FALSE,60,0,FALSE,2.320146286
FALSE,unreviewed,0,TRUE,FALSE,51,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,38,0,FALSE,0.602059991
FALSE,accepted,0,FALSE,FALSE,36,0,FALSE,0.77815125
FALSE,accepted,0,FALSE,FALSE,33,1,FALSE,0
FALSE,accepted,0,FALSE,FALSE,98,0,FALSE,0.602059991
FALSE,accepted,0,FALSE,FALSE,205,0,FALSE,0.602059991
FALSE,accepted,0,TRUE,FALSE,43,0,FALSE,0.602059991
FALSE,accepted,0,FALSE,FALSE,48,0,FALSE,1.041392685
FALSE,unreviewed,1,FALSE,FALSE,35,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,96,0,FALSE,1.934498451
FALSE,accepted,0,TRUE,FALSE,30,9,FALSE,1.556302501
FALSE,accepted,0,TRUE,TRUE,6,3,FALSE,1.698970004
FALSE,accepted,0,FALSE,TRUE,96,0,FALSE,1.792391689
FALSE,accepted,0,FALSE,FALSE,52,0,FALSE,0
FALSE,unreviewed,0,TRUE,FALSE,44,0,FALSE,0.301029996
FALSE,accepted,1,FALSE,FALSE,49,0,FALSE,0.84509804
FALSE,accepted,0,TRUE,FALSE,31,7,FALSE,0.602059991
FALSE,accepted,0,FALSE,FALSE,87,2,FALSE,1.851258349
FALSE,accepted,2,FALSE,TRUE,78,0,FALSE,2.311753861
FALSE,unreviewed,0,FALSE,FALSE,64,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,287,0,FALSE,1.880813592
FALSE,accepted,1,TRUE,TRUE,127,0,FALSE,1.556302501
FALSE,accepted,0,FALSE,TRUE,7,1,FALSE,1.491361694
FALSE,unreviewed,1,FALSE,FALSE,48,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,196,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,70,0,FALSE,0.301029996
FALSE,accepted,0,FALSE,TRUE,6,1,FALSE,2.161368002
FALSE,accepted,0,FALSE,FALSE,19,0,FALSE,1.531478917
FALSE,accepted,2,FALSE,FALSE,80,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,27,3,FALSE,0
FALSE,accepted,0,TRUE,FALSE,45,0,FALSE,0.477121255
FALSE,accepted,0,FALSE,TRUE,43,0,FALSE,1.698970004
FALSE,accepted,1,TRUE,FALSE,42,0,FALSE,1.672097858
FALSE,accepted,0,FALSE,FALSE,143,2,FALSE,0.477121255
FALSE,accepted,1,FALSE,FALSE,412,0,FALSE,1.934498451
FALSE,accepted,0,FALSE,FALSE,48,2,FALSE,1.255272505
TRUE,verified,4,FALSE,TRUE,69,5,TRUE,2.344392274
FALSE,accepted,0,FALSE,FALSE,112,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,61,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,108,0,FALSE,1.255272505
FALSE,accepted,1,TRUE,FALSE,107,0,FALSE,1.477121255
FALSE,unreviewed,0,FALSE,FALSE,53,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,111,0,FALSE,1.86923172
FALSE,accepted,0,FALSE,TRUE,29,0,FALSE,0.954242509
FALSE,accepted,0,TRUE,TRUE,77,0,FALSE,1.113943352
FALSE,accepted,0,FALSE,TRUE,166,1,FALSE,1.662757832
FALSE,accepted,1,TRUE,FALSE,92,0,FALSE,1.477121255
FALSE,verified,0,TRUE,FALSE,45,4,FALSE,1.278753601
FALSE,accepted,0,TRUE,TRUE,14,0,FALSE,2.235528447
FALSE,accepted,0,FALSE,FALSE,39,0,FALSE,0.903089987
FALSE,unreviewed,1,FALSE,FALSE,5,0,FALSE,0
TRUE,verified,2,FALSE,FALSE,79,3,TRUE,3.031812271
FALSE,accepted,0,FALSE,FALSE,40,1,FALSE,0
FALSE,accepted,2,TRUE,FALSE,72,1,FALSE,1.755874856
FALSE,unreviewed,0,FALSE,FALSE,21,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,121,0,FALSE,0
FALSE,accepted,1,TRUE,FALSE,42,0,FALSE,0.84509804
FALSE,accepted,1,FALSE,FALSE,86,0,FALSE,1.491361694
FALSE,accepted,0,FALSE,TRUE,119,0,FALSE,0.84509804
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,21,0,FALSE,0.954242509
TRUE,verified,0,TRUE,TRUE,56,4,TRUE,1.763427994
FALSE,unreviewed,0,FALSE,FALSE,37,0,FALSE,0
TRUE,verified,38,TRUE,FALSE,47,9,TRUE,2.827369273
FALSE,accepted,1,FALSE,TRUE,38,0,FALSE,1.556302501
FALSE,accepted,0,FALSE,TRUE,45,0,FALSE,2.086359831
FALSE,accepted,1,FALSE,FALSE,76,0,FALSE,0.698970004
FALSE,unreviewed,0,FALSE,FALSE,35,0,FALSE,0.477121255
TRUE,verified,2,FALSE,TRUE,19,5,TRUE,2.250420002
FALSE,accepted,0,TRUE,TRUE,83,0,FALSE,1.934498451
FALSE,unreviewed,0,FALSE,FALSE,80,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,51,0,FALSE,0
TRUE,accepted,11,FALSE,FALSE,169,2,FALSE,2.149219113
FALSE,accepted,0,TRUE,FALSE,40,0,FALSE,0.698970004
FALSE,accepted,1,TRUE,FALSE,31,3,FALSE,1.322219295
TRUE,verified,4,TRUE,FALSE,116,7,TRUE,2.012837225
FALSE,accepted,0,TRUE,TRUE,44,4,FALSE,1.230448921
FALSE,accepted,0,FALSE,TRUE,101,0,FALSE,1.447158031
FALSE,accepted,1,FALSE,FALSE,46,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,31,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,18,0,FALSE,1.204119983
FALSE,accepted,0,TRUE,TRUE,49,0,FALSE,2.305351369
FALSE,accepted,0,FALSE,TRUE,53,0,FALSE,0.301029996
FALSE,unreviewed,0,FALSE,FALSE,166,0,FALSE,0
FALSE,accepted,1,FALSE,TRUE,80,0,FALSE,1.556302501
FALSE,accepted,1,TRUE,FALSE,33,2,FALSE,1.908485019
FALSE,accepted,0,TRUE,FALSE,51,2,FALSE,2.423245874
FALSE,accepted,0,TRUE,FALSE,40,0,FALSE,2.113943352
FALSE,accepted,0,FALSE,FALSE,116,0,FALSE,0.77815125
FALSE,accepted,0,FALSE,FALSE,56,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,37,0,FALSE,1
TRUE,verified,40,TRUE,TRUE,156,1,TRUE,2.871572936
FALSE,accepted,1,FALSE,FALSE,46,0,FALSE,0.84509804
FALSE,unreviewed,0,FALSE,FALSE,27,0,FALSE,0
TRUE,verified,2,TRUE,TRUE,52,7,TRUE,1.653212514
FALSE,accepted,2,FALSE,FALSE,110,2,FALSE,2.330413773
TRUE,verified,1,TRUE,FALSE,45,4,TRUE,1.414973348
FALSE,accepted,0,TRUE,TRUE,25,0,FALSE,1.568201724
FALSE,accepted,0,FALSE,FALSE,13,0,FALSE,0
FALSE,accepted,1,TRUE,FALSE,52,0,FALSE,1.079181246
FALSE,accepted,1,FALSE,FALSE,41,2,FALSE,1.322219295
FALSE,accepted,0,TRUE,FALSE,37,0,FALSE,1.146128036
FALSE,accepted,2,FALSE,TRUE,64,1,FALSE,1.204119983
FALSE,accepted,1,FALSE,FALSE,34,0,FALSE,1.462397998
FALSE,accepted,0,FALSE,FALSE,15,1,FALSE,0.698970004
FALSE,accepted,0,FALSE,FALSE,28,0,FALSE,1.079181246
FALSE,accepted,0,FALSE,FALSE,20,0,FALSE,1.322219295
FALSE,unreviewed,0,FALSE,FALSE,69,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,40,4,FALSE,1.568201724
FALSE,accepted,0,FALSE,TRUE,30,0,FALSE,0.84509804
FALSE,accepted,0,FALSE,TRUE,7,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,51,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,6,0,FALSE,1.255272505
FALSE,accepted,0,FALSE,FALSE,16,0,FALSE,0.301029996
